asv	origin	relative_abundance
ASV 420 SPG12-343-353-B75	Modern marine	3.530178772258904e-5
ASV 421 SEEP-SRB1	Modern marine	4.907198860728689e-5
ASV 422 Sva0485	Meteoric	1.9377100738565648e-4
ASV 423 Candidatus Falkowbacteria	Modern marine	4.231207180934431e-5
ASV 424 Parafrigoribacterium	Old saline	1.2842929536800734e-4
ASV 425 Hoeflea	Modern marine	4.206170452053162e-5
ASV 426 Paraherbaspirillum	Modern marine	4.381427554222044e-5
ASV 427 Desulfobacteraceae	Modern marine	3.730472603309054e-5
ASV 428 Candidatus Magasanikbacteria	Modern marine	4.2562439098156994e-5
ASV 429 Candidatus Uhrbacteria	Modern marine	4.181133723171893e-5
ASV 430 Candidatus Azambacteria	Modern marine	4.206170452053162e-5
ASV 431 Candidatus Beckwithbacteria	Modern marine	4.2812806386969686e-5
ASV 432 Parcubacteria	Modern marine	2.3033790570767316e-5
ASV 433 Bacteria	Modern marine	4.131060265409355e-5
ASV 434 Candidatus Kerfeldbacteria	Modern marine	1.251836444063441e-5
ASV 435 Omnitrophicaeota	Modern marine	1.001469155250753e-5
ASV 436 GIF9	Modern marine	2.804113634702108e-5
ASV 437 WCHB1-81	Modern marine	4.1060235365280864e-5
ASV 438 Methermicoccaceae	Old saline	1.2125447439772759e-4
ASV 439 Novosphingobium	Modern marine	3.9808398921217425e-5
ASV 440 Sphingobium	Modern marine	3.9558031632404734e-5
ASV 441 Candidatus Magasanikbacteria	Modern marine	3.955803163240474e-5
ASV 442 ABY1	Modern marine	4.206170452053162e-5
ASV 443 Woesearchaeia	Modern marine	3.0044074657522585e-5
ASV 444 Pir4 lineage	Modern marine	4.88216213184742e-5
ASV 445 Bathyarchaeia	Modern marine	4.080986807646818e-5
ASV 446 Candidatus Falkowbacteria	Modern marine	3.8306195188341295e-5
ASV 447 Pir4 lineage	Modern marine	4.356390825340775e-5
ASV 448 Babeliales	Modern marine	3.505142043377635e-5
ASV 449 Candidatus Magasanikbacteria	Modern marine	2.578783074770689e-5
ASV 450 Candidatus Falkowbacteria	Modern marine	4.331354096459506e-5
ASV 451 Campylobacterales	Modern marine	3.880692976596667e-5
ASV 452 WOR-1	Modern marine	2.4285627014830758e-5
ASV 453 Methermicoccaceae	Old saline	1.1694958181555974e-4
ASV 454 SAR324 clade(Marine_group_B)	Modern marine	3.805582789952861e-5
ASV 455 WOR-1	Modern marine	1.0014691552507528e-6
ASV 456 Anaerolineaceae	Modern marine	2.253305599314194e-6
ASV 457 Candidatus Woesebacteria	Modern marine	3.60528895890271e-5
ASV 458 Omnitrophicaeota	Modern marine	3.880692976596667e-5
ASV 459 Betaproteobacteriales	Old saline	1.1838454600961569e-4
ASV 460 LD1-PB3	Modern marine	4.5316479275096563e-5
ASV 461 Berkelbacteria	Modern marine	9.263589686069464e-6
ASV 462 Bacteria	Modern marine	1.2768731729447098e-5
ASV 463 Gallionellaceae	Old saline	1.126446892333919e-4
ASV 464 Paraherbaspirillum	Modern marine	4.181133723171893e-5
ASV 465 ABY1	Modern marine	3.8306195188341295e-5
ASV 466 Lenti-02	Modern marine	1.9027913949764305e-5
ASV 467 Lenti-02	Modern marine	5.257713065066453e-6
ASV 468 Dehalococcoidia	Modern marine	4.381427554222044e-5
ASV 469 Woesearchaeia	Modern marine	2.2032321415516566e-5
ASV 470 Candidatus Peregrinibacteria	Modern marine	3.379958398971291e-5
ASV 471 Thiobacillus	Modern marine	4.1310602654093556e-5
ASV 472 Desulfosporosinus	Modern marine	3.104554381277334e-5
ASV 473 WOR-1	Modern marine	2.7290034480583012e-5
ASV 474 Candidatus Falkowbacteria	Modern marine	3.9057297054779364e-5
ASV 475 Candidatus Falkowbacteria	Modern marine	3.880692976596667e-5
ASV 476 Woesearchaeia	Modern marine	3.780546061071592e-5
ASV 477 661239	Modern marine	3.805582789952861e-5
ASV 478 Desulfurivibrio	Modern marine	3.9808398921217425e-5
ASV 479 Desulfobacteraceae	Modern marine	3.455068585615097e-5
ASV 480 Betaproteobacteriales	Old saline	1.126446892333919e-4
ASV 481 Thermodesulfovibrionia	Modern marine	2.9042605502271834e-5
ASV 482 Desulfobacteraceae	Modern marine	3.505142043377635e-5
ASV 483 Omnitrophicaeota	Modern marine	3.680399145546517e-5
ASV 484 Desulfosporosinus	Modern marine	3.4049951278525596e-5
ASV 485 Gracilibacteria	Modern marine	3.805582789952861e-5
ASV 486 Candidatus Falkowbacteria	Modern marine	3.3298849412087534e-5
ASV 487 Sulfuritalea	Modern marine	4.181133723171893e-5
ASV 488 Pseudoalteromonas	Modern marine	2.7540401769395704e-5
ASV 489 Candidatus Falkowbacteria	Modern marine	3.580252230021441e-5
ASV 490 SEEP-SRB1	Modern marine	3.60528895890271e-5
ASV 491 Caulobacter	Modern marine	3.229738025683678e-5
ASV 492 Sulfurimonas	Modern marine	3.580252230021441e-5
ASV 493 LD1-PB3	Modern marine	3.880692976596667e-5
ASV 494 Ferritrophicum	Modern marine	3.780546061071592e-5
ASV 495 Patescibacteria	Modern marine	3.079517652396065e-5
ASV 496 SR-FBR-L83	Modern marine	2.829150363583377e-5
ASV 497 Candidatus Falkowbacteria	Modern marine	3.4801053144963664e-5
ASV 498 SM1A02	Old saline	1.0762231455419609e-4
ASV 499 Latescibacteria	Modern marine	3.1295911101586027e-5
ASV 500 Sulfurimonas	Old saline	1.0546986826311217e-4
ASV 501 Bacteria	Modern marine	3.4801053144963664e-5
ASV 502 Desulfocurvus	Modern marine	3.855656247715399e-5
ASV 503 Desulfatiglans	Modern marine	9.513956974882152e-6
ASV 504 Desulfoconvexum	Modern marine	3.5552155011401726e-5
ASV 505 Ferritrophicum	Modern marine	2.9292972791084523e-5
ASV 506 Omnitrophicaeota	Modern marine	3.455068585615097e-5
ASV 507 Sulfurimonas	Modern marine	3.580252230021441e-5
ASV 508 Bacteria	Modern marine	1.001469155250753e-5
ASV 509 Candidatus Peribacteria	Modern marine	3.505142043377635e-5
ASV 510 Candidatus Falkowbacteria	Modern marine	3.730472603309054e-5
ASV 511 Campylobacterales	Modern marine	3.455068585615097e-5
ASV 512 ADurb.Bin120	Old saline	9.90125293898604e-5
ASV 513 ADurb.Bin180	Meteoric	2.161292005455399e-4
ASV 514 Micrarchaeia	Modern marine	3.5301787722589034e-5
ASV 515 WOR-1	Modern marine	3.279811483446216e-5
ASV 516 Desulfocarbo	Modern marine	3.9057297054779364e-5
ASV 517 Devosiaceae	Modern marine	3.555215501140173e-5
ASV 518 Zixibacteria	Modern marine	9.013222397256776e-6
ASV 519 Candidatus Falkowbacteria	Modern marine	3.3799583989712904e-5
ASV 520 Candidatus Falkowbacteria	Modern marine	3.354921670090022e-5
ASV 521 Thiobacillus	Modern marine	3.354921670090022e-5
ASV 522 Candidatus Collierbacteria	Modern marine	3.480105314496366e-5
ASV 523 Lutibacter	Modern marine	2.3284157859580004e-5
ASV 524 Berkelbacteria	Modern marine	1.7525710216888175e-5
ASV 525 Thiobacillus	Old saline	9.686008309877648e-5
ASV 526 GIF9	Modern marine	3.4801053144963664e-5
ASV 527 Candidatus Staskawiczbacteria	Modern marine	3.3549216700900226e-5
ASV 528 Candidatus Yanofskybacteria	Modern marine	3.580252230021442e-5
ASV 529 WCHB1-41	Modern marine	1.1516895285383658e-5
ASV 530 Bacteria	Modern marine	1.802644479451355e-5
ASV 531 Woesearchaeia	Modern marine	3.304848212327484e-5
ASV 532 Sulfurimonas	Old saline	9.399015471066458e-5
ASV 533 Dehalococcoidia	Modern marine	1.3269466307072475e-5
ASV 534 Candidatus Falkowbacteria	Modern marine	3.17966456792114e-5
ASV 535 Desulfovibrionaceae	Modern marine	3.505142043377635e-5
ASV 536 FW22	Modern marine	3.530178772258904e-5
ASV 537 Paraherbaspirillum	Modern marine	3.229738025683678e-5
ASV 538 Candidatus Falkowbacteria	Modern marine	2.9042605502271834e-5
ASV 539 SAR324 clade(Marine_group_B)	Modern marine	3.2547747545649465e-5
ASV 540 PAUC43f marine_benthic_group	Old saline	1.0188245777797229e-4
ASV 541 Methylobacterium	Old saline	2.1524462910839217e-6
ASV 542 Methanomassiliicoccales	Modern marine	3.0544809235147965e-5
ASV 543 Anaerolineaceae	Modern marine	3.7054358744277856e-5
ASV 544 ABY1	Modern marine	3.630325687783979e-5
ASV 545 Syntrophus	Modern marine	3.304848212327484e-5
ASV 546 Omnitrophicaeota	Modern marine	2.7540401769395704e-5
ASV 547 FW113	Modern marine	3.079517652396065e-5
ASV 548 Anaerolineaceae	Modern marine	4.03091334988428e-5
ASV 549 Candidatus Falkowbacteria	Modern marine	3.154627839039872e-5
ASV 550 Desulfobacteraceae	Modern marine	3.0544809235147965e-5
ASV 551 Omnitrophicaeota	Modern marine	2.954334007989721e-5
ASV 552 Woesearchaeia	Modern marine	2.8541870924646454e-5
ASV 553 Candidatus Moranbacteria	Modern marine	1.3519833595885164e-5
ASV 554 Woesearchaeia	Modern marine	3.0044074657522587e-6
ASV 555 Candidatus Falkowbacteria	Modern marine	2.1781954126703874e-5
ASV 556 Candidatus Nealsonbacteria	Modern marine	3.354921670090022e-5
ASV 557 Candidatus Falkowbacteria	Modern marine	3.154627839039872e-5
ASV 558 Candidatus Falkowbacteria	Modern marine	2.9793707368709896e-5
ASV 559 Napoli-4B-65	Modern marine	9.513956974882152e-6
ASV 560 Thiobacillus	Old saline	9.470763680769256e-5
ASV 561 Desulfocurvus	Modern marine	3.430031856733829e-5
ASV 562 Streptococcus	Old saline	7.174820970279739e-6
ASV 563 Pseudoalteromonas	Modern marine	2.4786361592456135e-5
ASV 564 Acinetobacter	Old saline	1.2197195649475555e-5
ASV 565 Spirochaetaceae	Modern marine	1.8777546660951613e-5
ASV 566 Omnitrophicaeota	Modern marine	2.5287096170081508e-5
ASV 567 Desulfovibrio	Modern marine	3.204701296802409e-5
ASV 568 Napoli-4B-65	Modern marine	5.1325294206601085e-5
ASV 569 Omnitrophicaeota	Modern marine	3.229738025683678e-5
ASV 570 Anaerolineaceae	Old saline	9.973001148688838e-5
ASV 571 Sva0485	Modern marine	1.8527179372138928e-5
ASV 572 Candidatus Falkowbacteria	Modern marine	2.904260550227183e-5
ASV 573 Hydrogenophaga	Old saline	9.255519051660863e-5
ASV 574 Desulfobulbaceae	Modern marine	3.2547747545649465e-5
ASV 575 Desulfobulbaceae	Modern marine	3.0294441946335273e-5
ASV 576 Omnitrophicaeota	Modern marine	2.528709617008151e-5
ASV 577 ADurb.Bin120	Modern marine	3.0294441946335273e-5
ASV 578 Filomicrobium	Modern marine	3.279811483446216e-5
ASV 579 Candidatus Falkowbacteria	Modern marine	3.630325687783979e-5
ASV 580 Candidatus Falkowbacteria	Modern marine	2.653893261414495e-5
ASV 581 Desulfobacteraceae	Modern marine	2.6038198036519573e-5
ASV 582 GIF3	Modern marine	2.0279750393827744e-5
ASV 583 Bacteria	Modern marine	7.511018664380647e-7
ASV 584 Zixibacteria	Modern marine	3.1295911101586027e-5
ASV 585 WWE3	Modern marine	5.257713065066452e-6
ASV 586 Candidatus Azambacteria	Modern marine	2.4535994303643443e-5
ASV 587 Omnitrophicaeota	Modern marine	2.7540401769395704e-5
ASV 588 Candidatus Paceibacter	Modern marine	3.1045543812773335e-5
ASV 589 Candidatus Falkowbacteria	Modern marine	3.1295911101586027e-5
ASV 590 Syntrophus	Modern marine	3.154627839039872e-5
ASV 591 Dehalococcoidia	Modern marine	3.204701296802409e-5
ASV 592 Desulfobacteraceae	Modern marine	3.755509332190323e-6
ASV 593 Burkholderiaceae	Old saline	8.968526212849674e-5
ASV 594 Bacteria	Modern marine	2.7039667191770327e-5
ASV 595 Filomicrobium	Modern marine	3.1295911101586027e-5
ASV 596 Paraherbaspirillum	Modern marine	3.304848212327484e-5
ASV 597 Sulfurisoma	Modern marine	2.929297279108452e-5
ASV 598 Desulfobacteraceae	Modern marine	2.5787830747706885e-5
ASV 599 Woesearchaeia	Modern marine	1.4771670039948606e-5
ASV 600 Chitinivibrionia	Modern marine	2.1281219549078497e-5
ASV 601 Sulfurimonas	Modern marine	2.9543340079897208e-5
ASV 602 Desulfosarcina	Modern marine	9.513956974882152e-6
ASV 603 Burkholderiaceae	Old saline	8.681533374038484e-5
ASV 604 Napoli-4B-65	Modern marine	8.762855108444087e-6
ASV 605 Candidatus Falkowbacteria	Modern marine	2.954334007989721e-5
ASV 606 Desulfobulbaceae	Modern marine	2.7790769058208392e-5
ASV 607 Parcubacteria	Modern marine	2.002938310501506e-6
ASV 608 WOR-1	Modern marine	3.104554381277334e-5
ASV 609 Bacteria	Modern marine	1.0765793418945593e-5
ASV 610 Hydrogenophaga	Old saline	9.255519051660863e-5
ASV 611 Candidatus Falkowbacteria	Modern marine	2.9793707368709896e-5
ASV 612 Woesearchaeia	Modern marine	2.1281219549078497e-5
ASV 613 Margulisbacteria	Modern marine	2.3033790570767316e-5
ASV 614 Woesearchaeia	Modern marine	2.829150363583377e-5
ASV 615 Candidatus Kerfeldbacteria	Modern marine	6.259182220317205e-6
ASV 616 Candidatus Falkowbacteria	Modern marine	2.8541870924646457e-5
ASV 617 Sulfurimonas	Modern marine	2.804113634702108e-5
ASV 618 Ferritrophicum	Modern marine	3.0544809235147965e-5
ASV 619 Desulfobulbaceae	Modern marine	2.8792238213459146e-5
ASV 620 Bacteria	Modern marine	3.104554381277334e-5
ASV 621 RBG-16-55-12	Modern marine	3.0294441946335273e-5
ASV 622 Woesearchaeia	Modern marine	2.804113634702108e-5
ASV 623 mle1-8	Modern marine	2.1781954126703874e-5
ASV 624 Desantisbacteria	Modern marine	2.002938310501506e-5
ASV 625 Chloroflexi	Modern marine	2.929297279108452e-5
ASV 626 Zixibacteria	Modern marine	2.8792238213459146e-5
ASV 627 Omnitrophicaeota	Modern marine	2.804113634702108e-5
ASV 628 Nitrobacter	Modern marine	2.1030852260265812e-5
ASV 629 Coxiella	Modern marine	2.1531586837891186e-5
ASV 630 Izimaplasma	Modern marine	2.378489243720538e-5
ASV 631 Candidatus Falkowbacteria	Modern marine	2.8792238213459146e-5
ASV 632 Thiobacillus	Old saline	8.394540535227294e-5
ASV 633 Hadesarchaeaeota	Old saline	8.179295906118902e-5
ASV 634 MSBL5	Modern marine	2.3284157859580004e-5
ASV 635 Puniceispirillales	Modern marine	7.511018664380647e-7
ASV 636 Candidatus Falkowbacteria	Modern marine	2.829150363583377e-5
ASV 637 Coxiella	Modern marine	2.2032321415516562e-5
ASV 638 TA06	Modern marine	1.0014691552507528e-6
ASV 639 Pseudomonas	Modern marine	2.9042605502271834e-5
ASV 640 Hydrogenophaga	Old saline	9.686008309877648e-5
ASV 641 Candidatus Falkowbacteria	Modern marine	2.804113634702108e-5
ASV 642 Dehalococcoidia	Modern marine	1.577313919519936e-5
ASV 643 Bacteria	Modern marine	4.2562439098156994e-6
ASV 644 Candidatus Falkowbacteria	Modern marine	2.779076905820839e-5
ASV 645 Omnitrophicaeota	Modern marine	2.7540401769395704e-5
ASV 646 Bacteria	Modern marine	5.758447642691829e-6
ASV 647 Izimaplasmataceae	Modern marine	2.1531586837891186e-5
ASV 648 WWE3	Modern marine	2.678929990295764e-5
ASV 649 Bacteria	Modern marine	1.8527179372138928e-5
ASV 650 MSBL7	Modern marine	1.8777546660951617e-5
ASV 651 JS1	Modern marine	1.2267997151821722e-5
ASV 652 Sh765B-AG-111	Modern marine	2.103085226026581e-5
ASV 653 Candidatus Falkowbacteria	Modern marine	2.078048497145312e-5
ASV 654 Campylobacterales	Modern marine	9.263589686069464e-6
ASV 655 Candidatus Falkowbacteria	Modern marine	2.078048497145312e-5
ASV 656 FW113	Modern marine	2.3284157859580004e-5
ASV 657 Cupriavidus	Modern marine	2.904260550227183e-5
ASV 658 Omnitrophicaeota	Modern marine	2.7790769058208392e-5
ASV 659 Bacteria	Modern marine	2.4535994303643446e-5
ASV 660 MD2896-B216	Modern marine	1.3519833595885164e-5
ASV 661 Candidatus Azambacteria	Modern marine	2.653893261414495e-5
ASV 662 WCHB1-02	Modern marine	9.764324263694841e-6
ASV 663 Woesearchaeia	Modern marine	2.5287096170081508e-5
ASV 664 Deltaproteobacteria	Modern marine	2.3534525148392693e-5
ASV 665 Gaiellales	Modern marine	2.9042605502271834e-5
ASV 666 WWE3	Modern marine	1.8777546660951617e-5
ASV 667 Gammaproteobacteria	Old saline	7.964051277010511e-5
ASV 668 Syntrophus	Modern marine	2.4786361592456135e-5
ASV 669 Draconibacterium	Modern marine	2.002938310501506e-5
ASV 670 Candidatus Falkowbacteria	Modern marine	2.103085226026581e-5
ASV 671 RBG-16-55-12	Modern marine	2.829150363583377e-5
ASV 672 cvE6	Modern marine	8.011753242006024e-6
ASV 673 Candidatus Falkowbacteria	Modern marine	2.7290034480583015e-5
ASV 674 Thermodesulfovibrionia	Modern marine	2.7540401769395704e-5
ASV 675 Pseudomonas	Old saline	7.3900655993881307e-05
ASV 676 IS-44	Modern marine	2.6038198036519573e-5
ASV 677 Sulfurimonas	Old saline	7.533562018793726e-5
ASV 678 Thermodesulfovibrionia	Meteoric	1.4160189001259513e-4
ASV 679 Syntrophus	Modern marine	2.3284157859580004e-5
ASV 680 Candidatus Peregrinibacteria	Modern marine	1.7024975639262798e-5
ASV 681 Holosporaceae	Modern marine	2.6288565325332262e-5
ASV 682 Burkholderiaceae	Old saline	7.892303067307713e-5
ASV 683 Thiobacillus	Modern marine	2.6288565325332265e-5
ASV 684 Candidatus Falkowbacteria	Modern marine	2.653893261414495e-5
ASV 685 Subgroup 18	Modern marine	2.653893261414495e-5
ASV 686 Candidatus Falkowbacteria	Modern marine	2.4786361592456135e-5
ASV 687 Patescibacteria	Modern marine	1.0765793418945593e-5
ASV 688 Burkholderiaceae	Old saline	6.60083529265736e-5
ASV 689 Xanthomonadaceae	Modern marine	2.653893261414495e-5
ASV 690 Ilumatobacter	Modern marine	2.653893261414495e-5
ASV 691 Candidatus Magasanikbacteria	Modern marine	2.378489243720538e-5
ASV 692 Bacteria	Modern marine	2.9292972791084523e-5
ASV 693 Omnitrophicaeota	Modern marine	1.5022037328761294e-6
ASV 694 Candidatus Azambacteria	Modern marine	2.6288565325332262e-5
ASV 695 Candidatus Falkowbacteria	Modern marine	2.929297279108452e-5
ASV 696 Candidatus Woesebacteria	Modern marine	1.2017629863009035e-5
ASV 697 Candidatus Moranbacteria	Modern marine	2.678929990295764e-5
ASV 698 FS118-23B-02	Modern marine	2.3033790570767316e-5
ASV 699 Sphaerochaeta	Modern marine	2.6288565325332262e-5
ASV 700 Gaiellales	Modern marine	2.4535994303643443e-5
ASV 701 NB1-j	Old saline	8.035799486713307e-5
ASV 702 Rhizobiaceae	Modern marine	2.5787830747706885e-5
ASV 703 Omnitrophicaeota	Modern marine	2.5287096170081508e-5
ASV 704 Archaea	Modern marine	1.7776077505700863e-5
ASV 705 Roseovarius	Modern marine	3.254774754564947e-5
ASV 706 GIF3	Modern marine	1.8527179372138928e-5
ASV 707 Candidatus Kaiserbacteria	Modern marine	2.6038198036519573e-5
ASV 708 Desulfomonile	Modern marine	2.5537463458894197e-5
ASV 709 Syntrophus	Modern marine	2.4786361592456135e-5
ASV 710 Woesearchaeia	Modern marine	2.503672888126882e-5
ASV 711 Woesearchaeia	Modern marine	2.403525972601807e-5
ASV 712 RBG-16-55-12	Modern marine	2.3284157859580004e-5
ASV 713 Candidatus Falkowbacteria	Modern marine	2.4535994303643446e-5
ASV 714 Candidatus Falkowbacteria	Modern marine	2.9292972791084523e-5
ASV 715 GIF9	Meteoric	6.185766774234418e-4
ASV 716 Sediminispirochaeta	Modern marine	1.2518364440634412e-6
ASV 717 Omnitrophicaeota	Modern marine	2.3033790570767316e-5
ASV 718 CG1-02-42-13	Modern marine	2.7290034480583015e-5
ASV 719 Alcanivorax	Old saline	6.88782813146855e-5
ASV 720 Candidatus Falkowbacteria	Modern marine	2.4285627014830758e-5
ASV 721 FW22	Modern marine	8.011753242006022e-6
ASV 722 Ferritrophicum	Modern marine	2.653893261414495e-5
ASV 723 Desulfomicrobium	Modern marine	2.9793707368709896e-5
ASV 724 Sva0485	Modern marine	2.0029383105015055e-5
ASV 725 Marine Benthic_Group_D_and_DHVEG-1	Meteoric	2.235819315988344e-5
ASV 726 Desulfoconvexum	Modern marine	1.126652799657097e-5
ASV 727 Candidatus Kerfeldbacteria	Modern marine	1.802644479451355e-5
ASV 728 SPG12-343-353-B75	Modern marine	2.6288565325332262e-5
ASV 729 Candidatus Azambacteria	Modern marine	2.578783074770689e-5
ASV 730 Syntrophus	Modern marine	2.4535994303643446e-5
ASV 731 Omnitrophicaeota	Modern marine	2.9042605502271834e-5
ASV 732 Woesearchaeia	Modern marine	2.4535994303643443e-5
ASV 733 Syntrophus	Modern marine	2.1781954126703874e-5
ASV 734 Candidatus Colwellbacteria	Old saline	6.816079921765752e-5
ASV 735 Dehalococcoidia	Modern marine	2.4786361592456135e-5
ASV 736 Desulfatiglans	Modern marine	2.4285627014830758e-5
ASV 737 Omnitrophicaeota	Modern marine	2.1781954126703874e-5
ASV 738 Aquabacterium	Modern marine	1.652424106163742e-5
ASV 739 Subgroup 21	Modern marine	7.01028408675527e-6
ASV 740 Candidatus Kuenenbacteria	Modern marine	1.4521302751135917e-5
ASV 741 Candidatus Falkowbacteria	Modern marine	2.403525972601807e-5
ASV 742 Legionella	Old saline	7.103072760576942e-5
ASV 743 Desulfatiglans	Old saline	6.313842453846171e-5
ASV 744 Parvibaculum	Modern marine	2.3284157859580004e-5
ASV 745 Desulfocarbo	Modern marine	2.6038198036519573e-5
ASV 746 Bradymonadales	Modern marine	2.6038198036519573e-5
ASV 747 Campylobacterales	Old saline	6.7443317120629545e-05
ASV 748 Lenti-02	Modern marine	2.253305599314194e-6
ASV 749 Syntrophus	Modern marine	2.4285627014830758e-5
ASV 750 WS6 (Dojkabacteria)	Modern marine	1.652424106163742e-5
ASV 751 Berkelbacteria	Modern marine	9.513956974882152e-6
ASV 752 Candidatus Komeilibacteria	Modern marine	2.403525972601807e-5
ASV 753 BD7-11	Modern marine	1.2518364440634412e-6
ASV 754 GIF3	Modern marine	2.0029383105015055e-6
ASV 755 NKB15	Modern marine	3.104554381277334e-5
ASV 756 Dethiosulfatibacter	Old saline	6.88782813146855e-5
ASV 757 Gemmatimonadaceae	Old saline	6.88782813146855e-5
ASV 758 Rhizobiaceae	Modern marine	2.3534525148392693e-5
ASV 759 Methyloceanibacter	Modern marine	7.01028408675527e-6
ASV 760 Omnitrophicaeota	Modern marine	2.228268870432925e-5
ASV 761 Syntrophus	Modern marine	2.478636159245613e-5
ASV 762 WOR-1	Modern marine	1.5022037328761292e-5
